Time,INa,IKr,IKs,Ito1,IK1,IKp,INaCa,INaK,IpCa,ICab,INab,ICa,JDHPR,Jup,Jtrpn,Jtr,Jxfer,IKv43,IKv14,IKv14_K,IKv14_Na,Ito2,Istim,Itot
10.011,-3.85373,0.000573189,0.0183411,3.17852,0.00367117,0.416083,0.63416,0.311681,0.00682019,-0.016221,-0.0052597,-0.0215916,6.64142e-07,6.37885e-06,-7.31484e-07,6.89444e-06,7.22112e-06,1.31691,1.86162,1.86227,-0.000657435,0.0644225,-100,-99.2625
10.012,-0.00419688,0.0284402,0.0374983,19.2331,0.00903856,0.375194,0.503817,0.309342,0.00689674,-0.0200331,-0.0204868,-1.85425,5.70355e-05,7.66911e-06,4.43879e-06,7.0666e-06,2.94741e-05,15.2398,3.99323,4.00073,-0.00750087,0.115729,0,18.7201
10.013,-2.62396e-06,0.0679725,0.0477543,15.9151,0.0221694,0.329768,0.392054,0.306377,0.00704492,-0.0238354,-0.035852,-6.03318,0.000185576,1.01523e-05,1.43963e-05,7.63023e-06,0.000125446,12.9322,2.98293,2.99676,-0.0138306,0.149576,0,11.145
10.014,-7.22141e-07,0.104399,0.056661,12.629,0.0362187,0.293633,0.335675,0.30434,0.00741496,-0.025766,-0.0443664,-9.43481,0.000290208,1.62853e-05,3.96471e-05,9.76833e-06,0.00028181,10.3508,2.2782,2.29422,-0.0160238,0.351403,0,4.61378
10.015,-9.79383e-07,0.13381,0.0650791,10.5687,0.0435344,0.274032,0.313326,0.303473,0.00793872,-0.0262705,-0.0475813,-10.4014,0.00031994,2.4819e-05,7.6053e-05,1.63606e-05,0.000412813,8.66785,1.90083,1.91635,-0.0155229,0.547487,0,1.78209
10.016,-8.85185e-07,0.160598,0.0740701,9.09708,0.0462084,0.266572,0.303421,0.303176,0.00858143,-0.0261717,-0.0486261,-10.1895,0.000313421,3.50902e-05,0.000121865,3.00091e-05,0.000545887,7.45195,1.64513,1.65922,-0.0140926,0.689231,0,0.684659
10.017,-6.69289e-07,0.18546,0.0837057,7.94316,0.0465413,0.265633,0.298241,0.303138,0.00932174,-0.0258042,-0.0487522,-10.4218,0.000320565,4.66967e-05,0.000176384,5.13143e-05,0.00067389,6.49996,1.4432,1.45564,-0.0124341,0.766923,0,-0.594181
10.018,-4.50226e-07,0.208309,0.0938194,7.0387,0.0452329,0.269313,0.296368,0.303278,0.0101055,-0.0252732,-0.0482523,-9.55954,0.000294044,5.87753e-05,0.000236338,7.78064e-05,0.000791782,5.75654,1.28217,1.29296,-0.0107974,0.974456,0,-0.393487
10.019,-3.00944e-07,0.228928,0.10408,6.25879,0.0439346,0.272927,0.294323,0.303419,0.0108829,-0.0247579,-0.0477422,-9.02099,0.000277479,7.05922e-05,0.00029768,0.000106886,0.000872474,5.11906,1.13973,1.1491,-0.00937617,1.05126,0,-0.524943
10.02,-1.96639e-07,0.248084,0.114668,5.58735,0.0422294,0.277616,0.293412,0.303609,0.0116287,-0.0242229,-0.0470494,-9.06503,0.000278834,8.18177e-05,0.000358028,0.000136638,0.000957848,4.57027,1.01708,1.02519,-0.0081048,1.26296,0,-0.994743
10.021,-1.24832e-07,0.266168,0.125579,5.00517,0.0403457,0.282719,0.293309,0.303824,0.0123289,-0.0236909,-0.0462516,-8.25032,0.000253774,9.22941e-05,0.000415567,0.000165473,0.00101873,4.09505,0.91012,0.91711,-0.00698984,1.23331,0,-0.75751
10.022,-8.2017e-08,0.28273,0.136446,4.47618,0.0389405,0.286475,0.292011,0.303988,0.0129985,-0.023224,-0.0456324,-7.71279,0.000237239,0.000102277,0.000471583,0.000194379,0.0010967,3.66365,0.812527,0.818591,-0.00606332,1.42267,0,-0.529211
10.023,-5.48271e-08,0.298168,0.147347,3.99932,0.0377522,0.289619,0.290277,0.30413,0.0136243,-0.0228005,-0.0450915,-7.69386,0.000236657,0.000111602,0.000524045,0.000221879,0.00114531,3.27437,0.724944,0.730219,-0.00527491,1.59254,0,-0.788981
10.024,-3.62254e-08,0.313023,0.158489,3.57759,0.0364535,0.293023,0.289213,0.304288,0.0142026,-0.0223831,-0.044481,-6.98475,0.000214846,0.000120235,0.000571894,0.000247345,0.00119181,2.92949,0.648099,0.652681,-0.00458272,1.48865,0,-0.576678
10.025,-2.405e-08,0.327126,0.16972,3.2004,0.0352671,0.296107,0.28804,0.304435,0.0147433,-0.0219924,-0.0439044,-6.82877,0.000210048,0.000128332,0.00061594,0.000271375,0.00123425,2.62084,0.579557,0.583545,-0.00398828,1.79352,0,-0.465306
10.026,-1.63594e-08,0.340242,0.180848,2.85922,0.0343804,0.298396,0.286052,0.304547,0.0152451,-0.0216533,-0.0434611,-6.53686,0.000201069,0.000135883,0.000655462,0.000293244,0.00126061,2.34169,0.51753,0.521018,-0.00348753,1.9318,0,-0.351247
10.027,-1.1388e-08,0.352407,0.191836,2.55046,0.0337536,0.300008,0.283387,0.304626,0.0157019,-0.0213656,-0.0431409,-6.29669,0.000193681,0.000142803,0.00068894,0.000312629,0.00128266,2.08892,0.461543,0.464606,-0.00306333,2.01623,0,-0.312785
10.028,-7.91475e-09,0.364137,0.202961,2.27605,0.0330551,0.301798,0.281223,0.304716,0.0161237,-0.0210821,-0.0427772,-6.04677,0.000185994,0.000149238,0.000717479,0.000329999,0.00129462,1.86382,0.412234,0.414923,-0.00268911,1.78583,0,-0.544739
10.029,-5.48873e-09,0.375171,0.21406,2.03154,0.0324579,0.303324,0.279015,0.304793,0.0165024,-0.0208294,-0.0424602,-5.6246,0.000173008,0.000155068,0.000739254,0.000344538,0.00128844,1.66328,0.368261,0.370627,-0.00236619,2.04823,0,-0.0827935
10.03,-3.93158e-09,0.385228,0.2249,1.81023,0.0321322,0.304155,0.276063,0.304835,0.0168374,-0.0206318,-0.042285,-5.53773,0.000170336,0.000160283,0.000753688,0.000356306,0.00127355,1.48175,0.328482,0.330575,-0.00209298,2.03972,0,-0.206543
10.031,-2.74355e-09,0.395332,0.236139,1.61656,0.0314944,0.30578,0.274896,0.304919,0.0171297,-0.020409,-0.0419367,-5.45575,0.000167815,0.000164891,0.000760637,0.000364791,0.00124465,1.32243,0.294126,0.295969,-0.00184303,1.98491,0,-0.350941
10.032,-1.85971e-09,0.405431,0.247824,1.44778,0.0305818,0.308099,0.275327,0.305042,0.0173939,-0.0201574,-0.041426,-5.26918,0.000162076,0.000169099,0.000762806,0.000371294,0.00123486,1.18339,0.264395,0.266011,-0.0016165,1.82143,0,-0.471845
10.033,-1.25115e-09,0.415187,0.259758,1.29871,0.0295962,0.310601,0.27653,0.305179,0.0176331,-0.019902,-0.0408573,-5.18578,0.000159511,0.000172948,0.00076075,0.000376273,0.00121662,1.06049,0.238214,0.239631,-0.00141691,1.67934,0,-0.654015
10.034,-8.69223e-10,0.423605,0.271201,1.16287,0.0290425,0.312006,0.275965,0.305256,0.0178543,-0.0197156,-0.0405298,-4.88672,0.000150312,0.000176537,0.000755841,0.000380226,0.00120004,0.948786,0.214085,0.215338,-0.00125328,1.91158,0,-0.23759
10.035,-6.07737e-10,0.431655,0.282726,1.04143,0.0284784,0.313438,0.275602,0.305335,0.0180646,-0.0195305,-0.0401897,-4.7168,0.000145085,0.00017997,0.000749489,0.000383737,0.0012005,0.84873,0.1927,0.193809,-0.00110954,1.753,0,-0.326797
10.036,-4.1794e-10,0.439611,0.295124,0.921742,0.0280707,0.314473,0.27418,0.305392,0.0182898,-0.0193606,-0.0399399,-4.64361,0.000142834,0.000183658,0.000742157,0.000387388,0.00119306,0.750155,0.171587,0.172563,-0.00097598,1.97776,0,-0.128273
10.037,-2.89684e-10,0.446981,0.307423,0.815844,0.0277371,0.315322,0.272367,0.305439,0.0185107,-0.0192029,-0.0397328,-4.4157,0.000135823,0.000187287,0.000734918,0.000391126,0.00119961,0.66287,0.152974,0.153835,-0.000861322,2.03154,0,0.0665318
10.038,-2.07402e-10,0.453419,0.319228,0.720994,0.0276722,0.315487,0.268977,0.305446,0.0187339,-0.0190856,-0.0396925,-4.31196,0.000132633,0.000190952,0.000729099,0.000395355,0.00120436,0.584714,0.13628,0.137046,-0.000765801,1.96286,0,0.0220793
10.039,-1.47039e-10,0.459719,0.331151,0.637938,0.0275239,0.315864,0.266035,0.305466,0.0189494,-0.0189578,-0.0395996,-4.287,0.000131865,0.000194509,0.000722403,0.000398642,0.00118771,0.516162,0.121776,0.122457,-0.000681177,1.9114,0,-0.071509
10.04,-1.06869e-10,0.465094,0.342526,0.563912,0.027635,0.315581,0.261855,0.305447,0.0191473,-0.0188792,-0.0396698,-3.99181,0.000122785,0.000197808,0.00071252,0.00040049,0.00116589,0.455127,0.108785,0.109396,-0.000610604,1.92469,0,0.175523
10.041,-7.66048e-11,0.470673,0.354233,0.499488,0.0275476,0.315804,0.258867,0.305458,0.0193329,-0.0187741,-0.0396151,-4.00579,0.000123215,0.000200927,0.000700749,0.000401393,0.00115136,0.401865,0.0976233,0.0981698,-0.000546481,1.73932,0,-0.0734614
10.042,-5.41331e-11,0.475916,0.36597,0.443162,0.0274307,0.316102,0.256065,0.305473,0.0195118,-0.018667,-0.0395416,-4.00511,0.000123194,0.000203945,0.000688483,0.000401917,0.00113246,0.355275,0.0878862,0.0883764,-0.000490197,2.0461,0,0.192412
10.043,-4.03951e-11,0.479975,0.37671,0.392283,0.0277472,0.315296,0.251038,0.305424,0.0196743,-0.0186365,-0.0397408,-3.83526,0.00011797,0.000206717,0.000673257,0.000400904,0.00109977,0.313281,0.0790018,0.0794468,-0.000444967,1.8134,0,0.0879142
10.044,-3.04889e-11,0.483788,0.387056,0.347187,0.02819,0.31417,0.245438,0.305357,0.0198251,-0.0186304,-0.0400156,-3.71501,0.000114271,0.000209313,0.000656338,0.000399436,0.00107803,0.27604,0.0711461,0.0715522,-0.000406144,1.92103,0,0.278378
10.045,-2.34534e-11,0.487326,0.39684,0.307148,0.028826,0.312556,0.238779,0.305262,0.0199715,-0.0186545,-0.0404028,-3.82773,0.000117738,0.000211836,0.00063952,0.00039769,0.00105913,0.242986,0.0641615,0.0645347,-0.000373255,1.97745,0,0.187374
10.046,-1.76861e-11,0.491676,0.40662,0.275898,0.0289567,0.312224,0.235208,0.305241,0.0201,-0.018609,-0.0404815,-3.79028,0.000116586,0.000214059,0.000624173,0.000395664,0.00104237,0.21705,0.0588478,0.0591914,-0.000343654,2.04392,0,0.270474
10.047,-1.31829e-11,0.496001,0.416579,0.248474,0.0289822,0.312159,0.232265,0.305235,0.020223,-0.0185499,-0.040497,-3.72625,0.000114617,0.000216193,0.00060849,0.000393319,0.00102141,0.19427,0.0542037,0.0545205,-0.000316771,1.60551,0,-0.119871
10.048,-9.88229e-12,0.499742,0.426174,0.223984,0.0291406,0.311757,0.228635,0.305211,0.0203407,-0.0185132,-0.0405919,-3.63782,0.000111897,0.000218243,0.000592612,0.000391001,0.00100526,0.173955,0.0500293,0.050323,-0.000293724,1.90197,0,0.250031
10.049,-7.57102e-12,0.503065,0.435286,0.20196,0.0294698,0.310922,0.224075,0.305162,0.0204547,-0.0185035,-0.0407871,-3.60148,0.000110779,0.000220232,0.000576863,0.000388497,0.000985537,0.155703,0.0462568,0.046531,-0.00027416,1.88025,0,0.249872
10.05,-5.68613e-12,0.506898,0.444834,0.182665,0.0295833,0.310634,0.220753,0.305144,0.020564,-0.0184634,-0.0408541,-3.46531,0.00010659,0.000222143,0.000560971,0.00038581,0.000967139,0.139656,0.0430091,0.0432648,-0.000255739,1.74828,0,0.244725
10.051,-4.36605e-12,0.509949,0.453587,0.165246,0.0299933,0.309594,0.215803,0.305084,0.0206703,-0.0184682,-0.0410932,-3.45294,0.00010621,0.000224005,0.000545438,0.000383341,0.000947622,0.125224,0.040022,0.0402627,-0.000240748,1.70299,0,0.20041
10.052,-3.30159e-12,0.513744,0.462875,0.149998,0.0301493,0.309198,0.212304,0.30506,0.020772,-0.0184373,-0.0411836,-3.58619,0.000110309,0.000225791,0.000529744,0.000380631,0.000930685,0.11253,0.0374681,0.0376944,-0.00022637,1.70031,0,0.0585979
10.053,-2.49404e-12,0.517278,0.471928,0.136449,0.0303717,0.308633,0.208414,0.305027,0.0208722,-0.0184164,-0.0413114,-3.41841,0.000105148,0.000227549,0.000514808,0.000378082,0.000918131,0.101262,0.0351869,0.0354008,-0.000213902,1.66622,0,0.187059
10.054,-1.89474e-12,0.520777,0.48084,0.124398,0.0306196,0.308004,0.204407,0.30499,0.0209692,-0.0184003,-0.0414529,-3.2457,9.98353e-05,0.000229253,0.000500078,0.0003755,0.000897762,0.0912387,0.0331593,0.0333623,-0.000202956,1.39012,0,0.0795725
10.055,-1.42429e-12,0.524366,0.489843,0.113769,0.0308038,0.307536,0.200847,0.304963,0.0210605,-0.0183776,-0.0415573,-3.38941,0.000104256,0.000230866,0.000484873,0.00037259,0.000878308,0.0823855,0.0313835,0.0315766,-0.000193054,1.63644,0,0.18029
10.056,-1.08604e-12,0.527665,0.498431,0.104246,0.0311194,0.306734,0.196522,0.304918,0.0211514,-0.0183733,-0.0417346,-3.34059,0.000102754,0.000232466,0.000470695,0.000370054,0.000872318,0.0744711,0.029775,0.0299597,-0.000184728,1.481,0,0.0710933
10.057,-8.32162e-13,0.530853,0.506685,0.0957338,0.0315308,0.305688,0.191629,0.304859,0.021242,-0.0183819,-0.0419631,-3.22453,9.9184e-05,0.000234056,0.000457452,0.000367782,0.000857047,0.0674086,0.0283252,0.0285028,-0.000177671,1.71466,0,0.418012
10.058,-6.41143e-13,0.534426,0.51488,0.0881631,0.0319292,0.304673,0.186773,0.304804,0.0213319,-0.018388,-0.0421816,-3.30317,0.000101603,0.000235631,0.000445003,0.000365864,0.000851324,0.0611211,0.027042,0.0272134,-0.000171407,1.49922,0,0.122466
10.059,-4.74505e-13,0.538839,0.524121,0.0817028,0.031907,0.30473,0.184067,0.304805,0.0214237,-0.0183343,-0.0421697,-3.32809,0.000102369,0.000237231,0.000434053,0.00036426,0.000847081,0.0556998,0.026003,0.0261677,-0.000164726,1.38018,0,-0.0168201
10.06,-3.61937e-13,0.541936,0.532075,0.0757725,0.0323424,0.30362,0.178883,0.304744,0.0215135,-0.0183443,-0.0424056,-3.2348,9.94999e-05,0.000238798,0.000423421,0.000362742,0.00083659,0.0507901,0.0249825,0.0251425,-0.000160057,1.64189,0,0.337229
10.061,-2.87859e-13,0.544726,0.538909,0.0702951,0.0331581,0.301536,0.171553,0.304634,0.0216052,-0.018403,-0.0428392,-3.26587,0.000100456,0.00024039,0.000414115,0.000361765,0.000833995,0.0463009,0.0239941,0.0241511,-0.000156936,1.56295,0,0.222256
10.062,-2.24783e-13,0.548646,0.546209,0.0655073,0.033762,0.299988,0.165247,0.304553,0.0216988,-0.0184301,-0.0431536,-3.17264,9.7588e-05,0.000242008,0.00040604,0.000361163,0.000833282,0.0423516,0.0231557,0.0233094,-0.000153732,1.44425,0,0.19564
10.063,-1.73069e-13,0.553073,0.553716,0.0613169,0.0342538,0.298724,0.159419,0.304487,0.0217935,-0.0184403,-0.0434055,-3.17629,9.77004e-05,0.000243643,0.000398979,0.000360859,0.000836557,0.0388864,0.0224305,0.0225812,-0.000150707,1.53264,0,0.281287
10.064,-1.39619e-13,0.556625,0.559516,0.0573778,0.0353506,0.295892,0.150419,0.304345,0.0218881,-0.0185256,-0.0439548,-3.11985,9.59641e-05,0.000245274,0.000392374,0.000360637,0.000825117,0.0357036,0.0216742,0.0218236,-0.000149456,1.626,0,0.425085
10.065,-1.09618e-13,0.561737,0.56618,0.0539885,0.0360838,0.293989,0.143417,0.30425,0.0219779,-0.0185648,-0.0443128,-3.04036,9.35191e-05,0.000246832,0.000384833,0.000359927,0.000809902,0.0329296,0.0210589,0.0212065,-0.000147681,1.37141,0,0.249795
10.066,-8.60941e-14,0.566877,0.572537,0.0509719,0.036899,0.291861,0.136169,0.304147,0.022062,-0.0186149,-0.0447027,-3.11114,9.56962e-05,0.000248301,0.000376163,0.000358765,0.000792722,0.0304769,0.020495,0.0206414,-0.000146382,1.43305,0,0.240121
10.067,-6.5167e-14,0.573081,0.580083,0.0484469,0.0372268,0.291002,0.131437,0.304105,0.0221421,-0.0186075,-0.0448572,-2.9865,9.18624e-05,0.000249705,0.000366948,0.000357098,0.000775235,0.0283805,0.0200665,0.0202108,-0.000144361,1.38638,0,0.323943
10.068,-5.05651e-14,0.578277,0.586517,0.0461097,0.0379488,0.289103,0.124943,0.304015,0.0222161,-0.0186491,-0.0451925,-3.04654,9.37094e-05,0.000251012,0.000356611,0.000354926,0.000759948,0.0264861,0.0196236,0.019767,-0.000143406,1.56873,0,0.447474
10.069,-4.03575e-14,0.583175,0.591915,0.0439247,0.0390355,0.286225,0.116888,0.303883,0.0222844,-0.0187338,-0.0456857,-2.84045,8.73699e-05,0.000252229,0.000345319,0.000352349,0.00073223,0.024754,0.0191706,0.019314,-0.000143354,1.42858,0,0.511047
10.07,-3.20157e-14,0.588782,0.597317,0.0419822,0.0400881,0.283414,0.109227,0.303756,0.0223479,-0.0188141,-0.0461508,-2.78335,8.56136e-05,0.000253364,0.000333384,0.000349799,0.00072339,0.0232168,0.0187654,0.0189088,-0.000143387,1.29143,0,0.430035
10.071,-2.50964e-14,0.595335,0.603178,0.0403015,0.0409261,0.281159,0.102547,0.303657,0.022412,-0.0188676,-0.0465126,-2.8167,8.66394e-05,0.000254507,0.000322637,0.00034766,0.000709907,0.0218749,0.0184267,0.0185699,-0.000143178,1.21385,0,0.321294
10.072,-1.9173e-14,0.602155,0.609551,0.0388755,0.0415306,0.279522,0.0968856,0.303585,0.022477,-0.0188937,-0.0467693,-2.92179,8.98722e-05,0.000255658,0.000313061,0.000345826,0.000712945,0.0207249,0.0181506,0.0182934,-0.000142715,1.12572,0,0.132847
10.073,-1.46277e-14,0.608637,0.615862,0.0376182,0.0421303,0.277891,0.0910123,0.303515,0.0225461,-0.0189157,-0.0470202,-2.9649,9.1198e-05,0.00025687,0.000305628,0.000344765,0.000718312,0.0197169,0.0179014,0.0180438,-0.000142394,1.54408,0,0.512456
10.074,-1.1405e-14,0.614567,0.621312,0.0364311,0.0430409,0.275398,0.0834999,0.30341,0.022619,-0.0189664,-0.0473947,-3.11076,9.56845e-05,0.000258139,0.000300038,0.000344457,0.000726912,0.0187952,0.0176359,0.0177786,-0.00014272,1.51976,0,0.342916
10.075,-8.70998e-15,0.621369,0.627539,0.0354349,0.0436087,0.273834,0.0772954,0.303345,0.0226956,-0.0189778,-0.0476243,-3.08285,9.48261e-05,0.000259465,0.000296136,0.000344586,0.000729882,0.0180009,0.017434,0.0175766,-0.000142582,1.35786,0,0.213528
10.076,-6.68327e-15,0.627399,0.63312,0.0345141,0.0444076,0.27162,0.0699188,0.303255,0.0227734,-0.0190106,-0.0479425,-2.89321,8.89931e-05,0.00026081,0.000292989,0.000345082,0.000728231,0.0172912,0.0172229,0.0173658,-0.000142925,1.39678,0,0.443616
10.077,-5.23225e-15,0.63343,0.638133,0.0336441,0.0454039,0.26884,0.0617737,0.303144,0.0228477,-0.0190631,-0.0483315,-2.87109,8.83125e-05,0.000262101,0.000288936,0.000345377,0.000722844,0.0166388,0.0170052,0.0171489,-0.000143652,1.15991,0,0.228648
10.078,-4.0901e-15,0.639499,0.642792,0.0328434,0.0465169,0.265709,0.0532152,0.303022,0.0229192,-0.0191262,-0.0487563,-2.89835,8.9151e-05,0.000263349,0.000284287,0.000345431,0.000709942,0.0160524,0.0167909,0.0169356,-0.000144617,1.19691,0,0.237188
10.079,-3.05744e-15,0.647225,0.649332,0.0322616,0.0468269,0.264832,0.0480403,0.302987,0.0229912,-0.0191105,-0.0488729,-3.00267,9.23599e-05,0.000264605,0.000280261,0.000345512,0.000714319,0.0155826,0.0166791,0.0168235,-0.000144419,1.24704,0,0.190881
10.08,-2.31603e-15,0.653582,0.655002,0.0317032,0.0474697,0.263006,0.0415244,0.302917,0.0230598,-0.0191278,-0.0491123,-2.92018,8.98224e-05,0.000265807,0.000275423,0.000345109,0.000697864,0.0151614,0.0165418,0.0166866,-0.000144798,1.14285,0,0.172699
10.081,-1.75637e-15,0.659852,0.660621,0.0311993,0.0481056,0.261192,0.0351831,0.302849,0.0231244,-0.0191459,-0.049346,-2.94458,9.05732e-05,0.000266945,0.000269669,0.000344403,0.000690276,0.0147847,0.0164146,0.0165598,-0.000145218,1.25546,0,0.264511
10.082,-1.36711e-15,0.665384,0.665069,0.0306694,0.0491964,0.25806,0.0269329,0.302733,0.0231873,-0.0192054,-0.0497399,-2.92915,9.00985e-05,0.000268055,0.000263855,0.000343807,0.000685088,0.0144205,0.0162489,0.0163952,-0.000146342,1.27198,0,0.295114
10.083,-1.0274e-15,0.672232,0.670842,0.0302757,0.0497088,0.256581,0.0211011,0.302679,0.0232498,-0.0192112,-0.0499221,-2.92318,8.99149e-05,0.000269157,0.000258414,0.000343151,0.000681793,0.0141246,0.0161511,0.0162978,-0.000146665,1.2158,0,0.250151
10.084,-7.93141e-16,0.677831,0.675225,0.029845,0.050765,0.253516,0.0129742,0.302569,0.0233112,-0.019265,-0.0502917,-2.87503,8.84337e-05,0.000270241,0.000253215,0.000342735,0.000675366,0.0138389,0.0160061,0.0161539,-0.000147797,1.36126,0,0.442714
10.085,-0,0.683642,0.678876,0.0293941,0.0521246,0.24954,0.00368948,0.30243,0.0233705,-0.0193441,-0.0507566,-2.79693,8.60314e-05,0.000271291,0.000247492,0.000342037,0.000661504,0.0135552,0.0158389,0.0159882,-0.000149351,1.24087,0,0.396911
10.086,-0,0.690213,0.682402,0.028973,0.053498,0.245493,-0.00542376,0.302291,0.023426,-0.0194236,-0.0512144,-2.82341,8.6846e-05,0.00027228,0.000241075,0.000340995,0.000651051,0.013294,0.015679,0.0158299,-0.000150918,1.23616,0,0.36298
10.087,-0,0.697765,0.686542,0.0286265,0.0545849,0.24227,-0.01326,0.302183,0.0234794,-0.0194781,-0.0515686,-2.78206,8.5574e-05,0.000273233,0.00023443,0.000339832,0.000642552,0.0130735,0.0155529,0.015705,-0.000152104,1.05224,0,0.221324
10.088,-0,0.705555,0.691085,0.0283432,0.0554652,0.239647,-0.0202072,0.302096,0.0235312,-0.0195151,-0.0518506,-2.75785,8.48292e-05,0.000274158,0.000227855,0.000338676,0.000631064,0.0128919,0.0154513,0.0156043,-0.00015303,1.13986,0,0.336163
10.089,-0,0.712248,0.694252,0.0280082,0.0569299,0.235263,-0.0291771,0.301954,0.0235785,-0.0196,-0.0523101,-2.66464,8.19623e-05,0.000275009,0.000220233,0.000337142,0.000610882,0.0127046,0.0153036,0.0154583,-0.000154714,1.17277,0,0.459278
10.09,-0,0.71932,0.696714,0.0276465,0.0586908,0.229964,-0.0388858,0.301786,0.0236204,-0.019708,-0.0528476,-2.63586,8.10771e-05,0.000275773,0.000211378,0.000335274,0.000594649,0.0125095,0.015137,0.0152937,-0.000156743,1.13589,0,0.446331
10.091,-0,0.727765,0.700357,0.0273797,0.0598913,0.226339,-0.04639,0.301673,0.0236619,-0.0197706,-0.0532051,-2.69937,8.30305e-05,0.000276524,0.000203209,0.000333448,0.000587596,0.0123564,0.0150234,0.0151814,-0.000158061,1.17026,0,0.418593
10.092,-0,0.736269,0.70394,0.0271338,0.0610914,0.222707,-0.0536895,0.301561,0.0237004,-0.0198333,-0.0535556,-2.74684,8.44906e-05,0.000277228,0.000194778,0.000331344,0.000571168,0.0122197,0.0149141,0.0150735,-0.000159373,1.0296,0,0.232091
10.093,-0,0.744009,0.707041,0.0268897,0.0624949,0.218453,-0.0615781,0.301432,0.0237369,-0.0199102,-0.0539571,-2.58295,7.94497e-05,0.000277893,0.000186428,0.000329337,0.000556008,0.012096,0.0147937,0.0149546,-0.000160927,1.1109,0,0.476558
10.094,-0,0.751581,0.70892,0.0265813,0.0644575,0.212503,-0.0712393,0.301255,0.0237706,-0.0200258,-0.054504,-2.72882,8.39363e-05,0.000278511,0.000177885,0.000327375,0.000553679,0.0119466,0.0146347,0.0147978,-0.000163097,1.15182,0,0.366306
10.095,-0,0.761042,0.712669,0.0263933,0.0654947,0.209361,-0.0777821,0.301162,0.0238073,-0.0200722,-0.0547866,-2.88106,8.86191e-05,0.000279174,0.000171365,0.000325935,0.000556557,0.0118438,0.0145496,0.0147138,-0.000164185,1.00427,0,0.0705
