Time,CaSSavg,CaJSRavg,JRyRtot,PRyR_open,PRyR_ready,PNorm_mode,PnotVinact,PLType_open,CaToT2,PIto2_open,CaJSRtot,CaSStot
0.059,0.0107187,0.727091,0.00134235,0.111433,0.130067,0.286167,0.758167,0.0643333,11.8793,0.0631667,0.0138867,5.29736
0.06,0.0105868,0.721179,0.00129974,0.1087,0.1235,0.276,0.755833,0.0583333,11.8814,0.0606667,0.0138925,5.27571
0.061,0.0105028,0.715601,0.00126468,0.106567,0.117567,0.2655,0.751833,0.0551667,11.8833,0.0575,0.0139067,5.25513
0.062,0.0104117,0.710287,0.0012294,0.104333,0.111133,0.255333,0.750333,0.0548333,11.8851,0.064,0.0139064,5.23538
0.063,0.010353,0.705327,0.00120451,0.102967,0.1057,0.246,0.748833,0.0543333,11.8869,0.0676667,0.0139507,5.21678
0.064,0.0104098,0.700639,0.00119222,0.1023,0.0985667,0.238667,0.7475,0.0526667,11.8885,0.0645,0.0140361,5.19911
0.065,0.010369,0.696229,0.00116901,0.100967,0.0935333,0.232833,0.7445,0.052,11.89,0.0636667,0.0140599,5.18238
0.066,0.010318,0.691917,0.00113831,0.0990333,0.0887333,0.226667,0.742667,0.0475,11.8915,0.0633333,0.0140931,5.16589
0.067,0.0102795,0.687819,0.0011191,0.0978333,0.0830333,0.219667,0.739667,0.0473333,11.8927,0.0576667,0.0141005,5.15013
0.068,0.0101751,0.683563,0.00107687,0.0948667,0.0779667,0.211,0.737333,0.0466667,11.8941,0.058,0.0140995,5.13366
0.069,0.0100875,0.679769,0.00104673,0.0927667,0.0727333,0.207167,0.735,0.042,11.8952,0.061,0.0140943,5.11891
0.07,0.00995763,0.676225,0.00100434,0.0894667,0.0685667,0.199833,0.731833,0.0408333,11.8962,0.0591667,0.0140688,5.10507
0.071,0.00987553,0.67301,0.000976766,0.0875,0.0649,0.195833,0.732,0.0385,11.8971,0.0575,0.0140682,5.09246
0.072,0.00973853,0.669701,0.000935528,0.0843333,0.0609667,0.19,0.729,0.0368333,11.8979,0.0593333,0.0140365,5.07942
0.073,0.00962029,0.666824,0.000897963,0.0815,0.0575667,0.182167,0.729333,0.0373333,11.8986,0.0586667,0.0140021,5.06804
0.074,0.00952972,0.663971,0.000859854,0.0785333,0.0541333,0.177667,0.726667,0.036,11.8994,0.0563333,0.0139904,5.05669
0.075,0.00942952,0.661552,0.000831853,0.0764,0.0512,0.1745,0.725833,0.0365,11.9,0.0586667,0.0139723,5.04703
0.076,0.0093515,0.659042,0.000800385,0.0737667,0.0475,0.170333,0.7245,0.0346667,11.9007,0.0596667,0.0139784,5.03698
0.077,0.00917784,0.656779,0.000754392,0.0699,0.0446,0.1655,0.722,0.0336667,11.9013,0.054,0.013911,5.02793
0.078,0.00904283,0.654865,0.000726819,0.0676333,0.0417333,0.162167,0.720333,0.028,11.9016,0.053,0.0138416,5.02024
0.079,0.00902029,0.653004,0.000711153,0.0664,0.0385,0.1605,0.718333,0.031,11.9018,0.0555,0.0138483,5.01278
0.08,0.00896017,0.651187,0.000683923,0.0641,0.0357333,0.1555,0.716833,0.0311667,11.9021,0.0536667,0.0138318,5.00549
0.081,0.00883429,0.649686,0.000654175,0.0616,0.034,0.151833,0.715167,0.0288333,11.9024,0.0578333,0.0137794,4.99945
0.082,0.0087187,0.648275,0.000623091,0.0588333,0.0323333,0.149167,0.714167,0.027,11.9026,0.052,0.013728,4.9938
0.083,0.00861638,0.646946,0.000596114,0.0563667,0.0301333,0.146833,0.712667,0.0273333,11.9026,0.056,0.0136923,4.9885
0.084,0.00854914,0.645682,0.000579262,0.0549,0.0282333,0.144667,0.711833,0.0271667,11.9027,0.0515,0.0136723,4.98349
0.085,0.00844859,0.644608,0.000550604,0.0524333,0.027,0.141667,0.708833,0.0268333,11.9027,0.0463333,0.0136319,4.97923
0.086,0.00832971,0.643661,0.000524635,0.0499667,0.0254333,0.139333,0.708,0.0255,11.9026,0.0495,0.0135798,4.9755
0.087,0.00823294,0.64283,0.00049865,0.0475,0.0240667,0.1355,0.705333,0.0263333,11.9025,0.046,0.0135466,4.97227
0.088,0.00813763,0.642147,0.000476871,0.0454333,0.0226333,0.132667,0.703167,0.0263333,11.9025,0.0516667,0.0135011,4.96968
0.089,0.00807337,0.641596,0.0004595,0.0437667,0.0214667,0.130667,0.704,0.0256667,11.9024,0.0478333,0.0134607,4.96762
0.09,0.00796828,0.641136,0.000441852,0.0420667,0.0205333,0.130167,0.703667,0.0251667,11.9022,0.053,0.0133993,4.96596
0.091,0.00785907,0.640761,0.000420134,0.0400333,0.0195333,0.128167,0.701333,0.0241667,11.902,0.0503333,0.0133439,4.96464
0.092,0.00780329,0.640482,0.000404149,0.0385333,0.0181,0.127167,0.7,0.0243333,11.9018,0.0468333,0.0133111,4.96372
0.093,0.00767825,0.640278,0.000384707,0.0367,0.0173,0.126333,0.698833,0.0243333,11.9015,0.0465,0.0132396,4.96313
0.094,0.00757834,0.640171,0.000368664,0.0351667,0.0164667,0.125667,0.698,0.0216667,11.9013,0.047,0.0131765,4.96292
0.095,0.00749193,0.640136,0.000349844,0.0333667,0.0156333,0.1245,0.696667,0.0225,11.9009,0.05,0.0131117,4.96303
0.096,0.00735472,0.640217,0.000330853,0.0315,0.0149667,0.123333,0.696,0.0213333,11.9005,0.0498333,0.0130192,4.96364
0.097,0.00728444,0.640359,0.000317645,0.0302,0.0145333,0.1215,0.696667,0.0216667,11.9001,0.048,0.012967,4.96449
0.098,0.00717983,0.64058,0.000305179,0.029,0.0137667,0.121333,0.694333,0.0196667,11.8996,0.0441667,0.0128878,4.96569
0.099,0.00709648,0.640849,0.000291793,0.0276667,0.0131667,0.1205,0.694167,0.0201667,11.8992,0.0445,0.0128229,4.96707
0.1,0.00699674,0.6412,0.000279324,0.0264333,0.0124333,0.120167,0.694333,0.019,11.8987,0.0418333,0.012742,4.9688
0.101,0.00690054,0.641597,0.000266274,0.0252,0.0121333,0.1205,0.692333,0.0181667,11.8981,0.0391667,0.0126602,4.97072
0.102,0.00680867,0.642082,0.000250438,0.0236667,0.0114667,0.120167,0.691333,0.019,11.8976,0.0415,0.0125821,4.973
0.103,0.00668728,0.642594,0.00023795,0.0224667,0.0109667,0.119833,0.6915,0.0185,11.897,0.0423333,0.0124838,4.97536
0.104,0.00659966,0.643194,0.000227942,0.0214667,0.0105667,0.120333,0.6905,0.0181667,11.8964,0.0411667,0.0124054,4.9781
0.105,0.0065804,0.643789,0.000223344,0.021,0.0101,0.120167,0.688833,0.0203333,11.8959,0.0411667,0.0123772,4.9808
0.106,0.0064945,0.644431,0.000212199,0.0199667,0.00973333,0.118333,0.688833,0.0191667,11.8956,0.0385,0.0122959,4.98369
0.107,0.00638632,0.645119,0.000201934,0.0189667,0.00946667,0.119,0.689,0.0188333,11.8951,0.0391667,0.0122057,4.98675
0.108,0.00629041,0.645858,0.000189719,0.0178,0.0092,0.116833,0.69,0.018,11.8947,0.0436667,0.0121196,4.99002
0.109,0.00617604,0.646655,0.000181549,0.0169333,0.0087,0.117,0.690333,0.0161667,11.8941,0.0371667,0.0120223,4.99353
0.11,0.00611363,0.647591,0.000172981,0.0161,0.0085,0.117167,0.688667,0.0171667,11.8935,0.0361667,0.0119461,4.99764
0.111,0.00599734,0.648497,0.000158091,0.0147,0.00826667,0.116167,0.690667,0.0176667,11.893,0.038,0.011842,5.00159
0.112,0.00591427,0.649484,0.000151888,0.0140667,0.00813333,0.117833,0.689167,0.0173333,11.8925,0.0365,0.0117554,5.00588
0.113,0.00585354,0.650533,0.000145425,0.0134333,0.00806667,0.117667,0.689167,0.018,11.8921,0.0331667,0.0116891,5.01042
0.114,0.00578748,0.651527,0.000136736,0.0126,0.0079,0.117833,0.688833,0.0195,11.8918,0.0351667,0.0116138,5.0147
0.115,0.00568422,0.65268,0.000132041,0.0121333,0.00773333,0.116667,0.688833,0.0178333,11.8915,0.039,0.011509,5.01965
0.116,0.00557998,0.653847,0.000125421,0.0115,0.0074,0.1165,0.688333,0.0151667,11.891,0.0393333,0.0114057,5.02464
0.117,0.00549239,0.655041,0.000119174,0.0109,0.00733333,0.117,0.686667,0.0145,11.8904,0.0341667,0.0113086,5.02972
0.118,0.00542874,0.656169,0.000116018,0.0106,0.0073,0.1175,0.6865,0.0146667,11.8899,0.0373333,0.0112301,5.0345
0.119,0.00536359,0.657331,0.000114595,0.0104667,0.00703333,0.1165,0.686333,0.0141667,11.8894,0.037,0.0111524,5.0394
0.12,0.00533133,0.658536,0.000110751,0.0101,0.00683333,0.117,0.686,0.0161667,11.8889,0.034,0.0110966,5.04446
0.121,0.00528864,0.659742,0.000109245,0.00993333,0.00673333,0.117833,0.685667,0.0178333,11.8885,0.0308333,0.0110403,5.04951
0.122,0.00520796,0.661008,0.000108783,0.00986667,0.00653333,0.118,0.685,0.0145,11.8881,0.0358333,0.0109509,5.05479
0.123,0.00514988,0.662196,0.000105517,0.00953333,0.0064,0.119167,0.685333,0.0148333,11.8877,0.0313333,0.0108822,5.05973
0.124,0.00504613,0.663398,9.67928e-05,0.00873333,0.00643333,0.12,0.686,0.0128333,11.8872,0.0323333,0.0107723,5.06472
0.125,0.00498806,0.664683,9.42321e-05,0.00846667,0.0063,0.120833,0.685167,0.0126667,11.8866,0.0345,0.0106945,5.07003
0.126,0.00495729,0.665979,8.95208e-05,0.00803333,0.00626667,0.1195,0.6855,0.0155,11.8862,0.0305,0.0106412,5.07539
0.127,0.00487713,0.667307,8.75623e-05,0.00783333,0.00606667,0.12,0.685167,0.0133333,11.8857,0.033,0.010547,5.08085
0.128,0.00482403,0.668729,8.29131e-05,0.0074,0.006,0.121,0.685667,0.0145,11.8853,0.0328333,0.0104713,5.08669
0.129,0.00473409,0.670119,7.82604e-05,0.00696667,0.006,0.121333,0.685833,0.0136667,11.8849,0.0318333,0.0103689,5.09239
0.13,0.00471841,0.671461,7.60141e-05,0.00673333,0.0059,0.121,0.685833,0.0158333,11.8847,0.0261667,0.0103314,5.09787
0.131,0.00467359,0.672815,7.77108e-05,0.00686667,0.0057,0.122833,0.687,0.014,11.8845,0.0293333,0.010265,5.10339
0.132,0.00460915,0.674195,7.78114e-05,0.00683333,0.00566667,0.122333,0.6875,0.0128333,11.8841,0.03,0.0101875,5.109
0.133,0.00451317,0.675557,7.2459e-05,0.00636667,0.00556667,0.1235,0.687333,0.012,11.8837,0.028,0.0100733,5.11452
0.134,0.00446362,0.676972,7.00346e-05,0.00613333,0.0055,0.123333,0.686,0.0118333,11.8833,0.0283333,0.00999894,5.12025
0.135,0.00442271,0.678447,6.92189e-05,0.00603333,0.00536667,0.123333,0.685,0.0133333,11.8828,0.0308333,0.00993345,5.1262
0.136,0.00435452,0.679883,6.79218e-05,0.0059,0.0053,0.122333,0.685,0.011,11.8824,0.0276667,0.00984822,5.13197
0.137,0.00434168,0.68126,6.6181e-05,0.00573333,0.0053,0.122,0.6855,0.0138333,11.8821,0.0261667,0.00980998,5.13751
0.138,0.0042752,0.682636,6.52988e-05,0.00563333,0.00523333,0.121667,0.686,0.0116667,11.8818,0.0261667,0.00972982,5.14302
0.139,0.00422014,0.684098,6.43989e-05,0.00553333,0.0052,0.122167,0.686,0.0108333,11.8814,0.0256667,0.00965408,5.14886
0.14,0.00419491,0.685516,6.37493e-05,0.00546667,0.00516667,0.123167,0.686,0.0128333,11.881,0.0273333,0.00959686,5.15452
0.141,0.00413425,0.686984,6.08703e-05,0.0052,0.005,0.1245,0.684,0.0113333,11.8807,0.0241667,0.00951591,5.16036
0.142,0.00406316,0.688323,6.30423e-05,0.00536667,0.00486667,0.1255,0.682167,0.0095,11.8802,0.0295,0.00942658,5.16568
0.143,0.00407292,0.689706,6.41794e-05,0.00543333,0.00476667,0.127333,0.6835,0.0121667,11.8798,0.0313333,0.00940605,5.17116
0.144,0.00403149,0.691047,6.51389e-05,0.0055,0.00473333,0.129333,0.683167,0.0108333,11.8795,0.0235,0.00934822,5.17646
0.145,0.00404151,0.692425,6.60565e-05,0.00556667,0.00473333,0.130833,0.683167,0.0126667,11.8792,0.0231667,0.00932776,5.18189
0.146,0.00398505,0.693846,6.4946e-05,0.00546667,0.0047,0.1325,0.682833,0.0116667,11.879,0.0253333,0.00925638,5.18748
0.147,0.00393372,0.695306,6.59541e-05,0.00553333,0.00466667,0.132667,0.6845,0.0108333,11.8787,0.0281667,0.00917573,5.19321
0.148,0.00391393,0.696598,6.9376e-05,0.0058,0.00463333,0.132333,0.684333,0.0106667,11.8784,0.0241667,0.00914101,5.19827
0.149,0.00386774,0.697966,6.71338e-05,0.0056,0.00456667,0.133667,0.684833,0.01,11.8781,0.0248333,0.00907387,5.20361
0.15,0.00384604,0.699289,6.53474e-05,0.00543333,0.00456667,0.134833,0.685,0.0105,11.8777,0.0266667,0.00902636,5.20877
0.151,0.00380768,0.700625,6.35115e-05,0.00526667,0.00456667,0.135833,0.685,0.0101667,11.8775,0.0243333,0.0089653,5.21398
0.152,0.00374838,0.702029,6.28112e-05,0.0052,0.00453333,0.1355,0.684,0.00983333,11.8771,0.0243333,0.00888551,5.21944
0.153,0.00374577,0.703508,6.30656e-05,0.0052,0.00446667,0.138167,0.6845,0.0111667,11.8768,0.024,0.00884708,5.22518
0.154,0.00372322,0.704822,6.23304e-05,0.00513333,0.00446667,0.139667,0.6855,0.0116667,11.8767,0.0231667,0.00880768,5.23027
0.155,0.00367517,0.706302,6.38341e-05,0.00523333,0.0044,0.141333,0.687,0.0101667,11.8764,0.023,0.00873754,5.23599
0.156,0.0036379,0.70761,6.21289e-05,0.0051,0.00443333,0.141,0.687667,0.0103333,11.8761,0.0261667,0.00867381,5.24103
0.157,0.00360481,0.709082,6.01156e-05,0.00493333,0.0044,0.142667,0.688,0.0101667,11.876,0.0213333,0.00862086,5.2467
0.158,0.00355234,0.710414,5.93727e-05,0.00486667,0.0044,0.142333,0.688667,0.00916667,11.8757,0.0198333,0.00854846,5.25181
0.159,0.00355514,0.71174,6.08644e-05,0.00496667,0.00433333,0.143667,0.689333,0.0106667,11.8755,0.0215,0.00852457,5.25689
0.16,0.00350487,0.71317,6.05896e-05,0.00493333,0.00433333,0.143667,0.690667,0.00983333,11.8753,0.0168333,0.00845725,5.26237
0.161,0.00347414,0.71455,5.95436e-05,0.00483333,0.00433333,0.145667,0.690833,0.01,11.8751,0.022,0.00840055,5.26764
0.162,0.00347421,0.715995,6.12971e-05,0.00496667,0.0043,0.146833,0.690167,0.0108333,11.8749,0.0228333,0.00837641,5.27315
0.163,0.00346247,0.71732,5.8968e-05,0.00476667,0.00426667,0.149333,0.689833,0.0115,11.8749,0.0221667,0.00834186,5.27819
0.164,0.00340067,0.718646,5.99099e-05,0.00483333,0.00426667,0.1515,0.6905,0.00933333,11.8748,0.0215,0.00826717,5.28324
0.165,0.00332402,0.720089,5.74938e-05,0.00463333,0.00436667,0.1545,0.693333,0.00783333,11.8745,0.0223333,0.00817551,5.28871
0.166,0.00333374,0.721454,5.84042e-05,0.0047,0.00443333,0.154667,0.6945,0.009,11.8743,0.0235,0.00815029,5.29388
0.167,0.0033195,0.722784,5.88564e-05,0.00473333,0.0045,0.157833,0.695833,0.00933333,11.8741,0.0213333,0.00811139,5.2989
0.168,0.00330085,0.724172,6.2427e-05,0.005,0.0045,0.160667,0.6965,0.009,11.8739,0.022,0.00807887,5.30413
0.169,0.00329103,0.725463,6.67e-05,0.00533333,0.00446667,0.162667,0.697,0.00816667,11.8737,0.0236667,0.00804864,5.30899
0.17,0.00323908,0.726745,6.8872e-05,0.0055,0.00443333,0.164833,0.697333,0.00666667,11.8734,0.02,0.00797669,5.3138
0.171,0.00324096,0.727977,7.15284e-05,0.0057,0.0045,0.1665,0.698667,0.00766667,11.873,0.022,0.00795765,5.31842
0.172,0.00322543,0.729206,7.11678e-05,0.00566667,0.0045,0.168,0.699667,0.0075,11.8728,0.0171667,0.00792759,5.32302
0.173,0.00321385,0.730516,6.99505e-05,0.00556667,0.00446667,0.170167,0.701,0.008,11.8726,0.019,0.00789128,5.32791
0.174,0.0031638,0.731764,6.95724e-05,0.00553333,0.00446667,0.171667,0.701,0.00616667,11.8722,0.0203333,0.00782563,5.33256
0.175,0.00313879,0.733003,6.9761e-05,0.00553333,0.00456667,0.1735,0.703333,0.00683333,11.8718,0.0198333,0.00777669,5.33717
0.176,0.00314597,0.734303,7.05805e-05,0.0056,0.00453333,0.175,0.703333,0.00766667,11.8714,0.0171667,0.00774871,5.34201
0.177,0.00311409,0.735602,7.30218e-05,0.00576667,0.0045,0.1755,0.705,0.007,11.8711,0.0215,0.00770899,5.34683
0.178,0.00309713,0.736841,7.14124e-05,0.00563333,0.00453333,0.176167,0.706667,0.0075,11.8708,0.019,0.00766504,5.35142
0.179,0.00309492,0.738189,7.2418e-05,0.0057,0.00456667,0.179,0.708333,0.00766667,11.8705,0.0201667,0.00763464,5.35641
0.18,0.00304765,0.739448,6.99313e-05,0.0055,0.00463333,0.180333,0.709333,0.00666667,11.8703,0.0221667,0.00758055,5.36106
0.181,0.00301113,0.740781,6.48614e-05,0.0051,0.00463333,0.181667,0.710333,0.00766667,11.8699,0.018,0.00751276,5.36599
0.182,0.00296824,0.742114,6.36489e-05,0.005,0.00463333,0.182833,0.711667,0.00716667,11.8695,0.0208333,0.00744905,5.3709
0.183,0.0029288,0.743376,6.16612e-05,0.00483333,0.00466667,0.1845,0.713333,0.00616667,11.8692,0.0181667,0.00739535,5.37555
0.184,0.00288873,0.744667,6.31331e-05,0.00493333,0.00463333,0.187,0.715,0.00483333,11.8688,0.0201667,0.00733694,5.3803
0.185,0.00290004,0.745964,6.86244e-05,0.00533333,0.0046,0.189,0.716333,0.0055,11.8683,0.0186667,0.00732179,5.38506
0.186,0.00291444,0.747279,7.03672e-05,0.00546667,0.00463333,0.190333,0.7185,0.00666667,11.868,0.0186667,0.00730967,5.38989
0.187,0.00289671,0.748479,7.10835e-05,0.0055,0.00466667,0.190667,0.720167,0.006,11.8677,0.0193333,0.00728202,5.39428
0.188,0.00284364,0.749764,7.12869e-05,0.0055,0.00473333,0.192333,0.721,0.00516667,11.8671,0.0183333,0.00721695,5.39898
0.189,0.00283836,0.751058,7.11103e-05,0.00546667,0.00473333,0.193,0.721667,0.00566667,11.8666,0.0198333,0.00718499,5.4037
0.19,0.00282403,0.752292,7.03445e-05,0.0054,0.0047,0.1945,0.723,0.00483333,11.8662,0.0195,0.00715348,5.4082
0.191,0.00278486,0.753489,7.12901e-05,0.00546667,0.00476667,0.1975,0.7235,0.0045,11.8657,0.018,0.00709658,5.41256
0.192,0.00278403,0.754704,7.40251e-05,0.00566667,0.00486667,0.200167,0.7255,0.00416667,11.8652,0.0171667,0.00707915,5.41698
0.193,0.00272531,0.755903,7.36784e-05,0.00563333,0.0049,0.205333,0.727,0.00316667,11.8645,0.0185,0.00700082,5.42132
0.194,0.00271938,0.757174,7.59768e-05,0.0058,0.0049,0.208333,0.728167,0.0035,11.8637,0.0185,0.00696514,5.42593
0.195,0.0026828,0.758341,7.20711e-05,0.0055,0.00503333,0.211833,0.729833,0.00266667,11.863,0.0188333,0.00691932,5.43014
0.196,0.00262333,0.759683,7.02408e-05,0.00536667,0.0051,0.214833,0.730333,0.00233333,11.8621,0.0185,0.00683257,5.43499
0.197,0.00259533,0.760975,6.90362e-05,0.00526667,0.0052,0.217833,0.732,0.002,11.8612,0.0173333,0.00678275,5.43965
0.198,0.00256672,0.762184,6.64625e-05,0.00506667,0.00533333,0.221333,0.732833,0.00216667,11.8603,0.0155,0.00673569,5.444
0.199,0.00257582,0.763368,7.07241e-05,0.00536667,0.0054,0.224,0.734,0.00216667,11.8594,0.0155,0.0067214,5.44826
0.2,0.002543,0.764586,7.0045e-05,0.0053,0.0054,0.227667,0.735333,0.00183333,11.8585,0.0163333,0.0066724,5.45263
